venta_id,cliente_id,usu_vend_id,tipo_comprobante,serie_comprobante,num_comprobante,fecha_hora,impuesto,total_venta,estado;;;;;;;;;;;;;;;;;;;;
19,,19,,1,,Boleta,,B001,,0000019,,2018-01-11,00:00:08,,18,,293,,Aceptado;;;;;;;;;;;19;19;1;Boleta;B001;19;2018-01-11,00:00:08;18;293;Aceptado
20,,20,,1,,Boleta,,B001,,0000020,,2018-01-15,00:00:00,,18,,150,,Aceptado;;;;;;;;;;;20;20;1;Boleta;B001;20;2018-01-15,00:00:00;18;150;Aceptado
21,,21,,2,,Boleta,,B001,,0000021,,2018-01-15,00:00:01,,18,,154,,Aceptado;;;;;;;;;;;21;21;2;Boleta;B001;21;2018-01-15,00:00:01;18;154;Aceptado
22,,22,,1,,Boleta,,B001,,0000022,,2018-01-15,00:00:02,,18,,194,,Aceptado;;;;;;;;;;;22;22;1;Boleta;B001;22;2018-01-15,00:00:02;18;194;Aceptado
23,,23,,1,,Boleta,,B001,,0000023,,2018-01-15,00:00:03,,18,,225,,Aceptado;;;;;;;;;;;23;23;1;Boleta;B001;23;2018-01-15,00:00:03;18;225;Aceptado
24,,24,,2,,Boleta,,B001,,0000024,,2018-01-15,00:00:04,,18,,108,,Aceptado;;;;;;;;;;;24;24;2;Boleta;B001;24;2018-01-15,00:00:04;18;108;Aceptado
25,,25,,1,,Boleta,,B001,,0000025,,2018-01-15,00:00:05,,18,,93,,Aceptado;;;;;;;;;;;25;25;1;Boleta;B001;25;2018-01-15,00:00:05;18;93;Aceptado
26,,26,,1,,Boleta,,B001,,0000026,,2018-01-15,00:00:06,,18,,153,,Aceptado;;;;;;;;;;;26;26;1;Boleta;B001;26;2018-01-15,00:00:06;18;153;Aceptado
27,,27,,2,,Boleta,,B001,,0000027,,2018-01-15,00:00:07,,18,,40,,Aceptado;;;;;;;;;;;27;27;2;Boleta;B001;27;2018-01-15,00:00:07;18;40;Aceptado
28,,28,,1,,Boleta,,B001,,0000028,,2018-01-18,00:00:00,,18,,55,,Aceptado;;;;;;;;;;;28;28;1;Boleta;B001;28;2018-01-18,00:00:00;18;55;Aceptado
29,,29,,1,,Boleta,,B001,,0000029,,2018-01-18,00:00:01,,18,,105,,Aceptado;;;;;;;;;;;29;29;1;Boleta;B001;29;2018-01-18,00:00:01;18;105;Aceptado
30,,30,,2,,Boleta,,B001,,0000030,,2018-01-18,00:00:02,,18,,390,,Aceptado;;;;;;;;;;;30;30;2;Boleta;B001;30;2018-01-18,00:00:02;18;390;Aceptado
31,,31,,1,,Boleta,,B001,,0000031,,2018-01-18,00:00:03,,18,,90,,Aceptado;;;;;;;;;;;31;31;1;Boleta;B001;31;2018-01-18,00:00:03;18;90;Aceptado
32,,32,,1,,Boleta,,B001,,0000032,,2018-01-18,00:00:04,,18,,110,,Aceptado;;;;;;;;;;;32;32;1;Boleta;B001;32;2018-01-18,00:00:04;18;110;Aceptado
33,,33,,2,,Boleta,,B001,,0000033,,2018-01-18,00:00:05,,18,,150,,Aceptado;;;;;;;;;;;33;33;2;Boleta;B001;33;2018-01-18,00:00:05;18;150;Aceptado
34,,34,,1,,Boleta,,B001,,0000034,,2018-01-22,00:00:00,,18,,150,,Aceptado;;;;;;;;;;;34;34;1;Boleta;B001;34;2018-01-22,00:00:00;18;150;Aceptado
35,,35,,1,,Boleta,,B001,,0000035,,2018-01-22,00:00:01,,18,,129,,Aceptado;;;;;;;;;;;35;35;1;Boleta;B001;35;2018-01-22,00:00:01;18;129;Aceptado
36,,36,,2,,Boleta,,B001,,0000036,,2018-01-22,00:00:02,,18,,55,,Aceptado;;;;;;;;;;;36;36;2;Boleta;B001;36;2018-01-22,00:00:02;18;55;Aceptado
37,,37,,1,,Boleta,,B001,,0000037,,2018-01-22,00:00:03,,18,,100,,Aceptado;;;;;;;;;;;37;37;1;Boleta;B001;37;2018-01-22,00:00:03;18;100;Aceptado
38,,38,,1,,Boleta,,B001,,0000038,,2018-01-22,00:00:04,,18,,170,,Aceptado;;;;;;;;;;;38;38;1;Boleta;B001;38;2018-01-22,00:00:04;18;170;Aceptado
39,,39,,2,,Boleta,,B001,,0000039,,2018-01-22,00:00:05,,18,,218,,Aceptado;;;;;;;;;;;39;39;2;Boleta;B001;39;2018-01-22,00:00:05;18;218;Aceptado
40,,40,,1,,Boleta,,B001,,0000040,,2018-01-22,00:00:06,,18,,85,,Aceptado;;;;;;;;;;;40;40;1;Boleta;B001;40;2018-01-22,00:00:06;18;85;Aceptado
41,,41,,1,,Boleta,,B001,,0000041,,2018-01-25,00:00:00,,18,,174,,Aceptado;;;;;;;;;;;41;41;1;Boleta;B001;41;2018-01-25,00:00:00;18;174;Aceptado
42,,42,,2,,Boleta,,B001,,0000042,,2018-01-25,00:00:01,,18,,110,,Aceptado;;;;;;;;;;;42;42;2;Boleta;B001;42;2018-01-25,00:00:01;18;110;Aceptado
43,,43,,1,,Boleta,,B001,,0000043,,2018-01-25,00:00:02,,18,,463,,Aceptado;;;;;;;;;;;43;43;1;Boleta;B001;43;2018-01-25,00:00:02;18;463;Aceptado
44,,44,,1,,Boleta,,B001,,0000044,,2018-01-25,00:00:03,,18,,179,,Aceptado;;;;;;;;;;;44;44;1;Boleta;B001;44;2018-01-25,00:00:03;18;179;Aceptado
45,,45,,2,,Boleta,,B001,,0000045,,2018-01-25,00:00:04,,18,,350,,Aceptado;;;;;;;;;;;45;45;2;Boleta;B001;45;2018-01-25,00:00:04;18;350;Aceptado
46,,46,,1,,Boleta,,B001,,0000046,,2018-01-25,00:00:05,,18,,350,,Aceptado;;;;;;;;;;;46;46;1;Boleta;B001;46;2018-01-25,00:00:05;18;350;Aceptado
47,,47,,1,,Boleta,,B001,,0000047,,2018-01-25,00:00:06,,18,,138,,Aceptado;;;;;;;;;;;47;47;1;Boleta;B001;47;2018-01-25,00:00:06;18;138;Aceptado
48,,48,,2,,Boleta,,B001,,0000048,,2018-01-29,00:00:00,,18,,200,,Aceptado;;;;;;;;;;;48;48;2;Boleta;B001;48;2018-01-29,00:00:00;18;200;Aceptado
49,,49,,1,,Boleta,,B001,,0000049,,2018-01-29,00:00:01,,18,,269,,Aceptado;;;;;;;;;;;49;49;1;Boleta;B001;49;2018-01-29,00:00:01;18;269;Aceptado
50,,50,,1,,Boleta,,B001,,0000050,,2018-01-29,00:00:02,,18,,232,,Aceptado;;;;;;;;;;;50;50;1;Boleta;B001;50;2018-01-29,00:00:02;18;232;Aceptado
51,,51,,2,,Boleta,,B001,,0000051,,2018-01-29,00:00:03,,18,,58,,Aceptado;;;;;;;;;;;51;51;2;Boleta;B001;51;2018-01-29,00:00:03;18;58;Aceptado
52,,52,,1,,Boleta,,B001,,0000052,,2018-01-29,00:00:04,,18,,120,,Aceptado;;;;;;;;;;;52;52;1;Boleta;B001;52;2018-01-29,00:00:04;18;120;Aceptado
53,,53,,1,,Boleta,,B001,,0000053,,2018-01-29,00:00:05,,18,,169,,Aceptado;;;;;;;;;;;53;53;1;Boleta;B001;53;2018-01-29,00:00:05;18;169;Aceptado
54,,54,,2,,Boleta,,B001,,0000054,,2018-01-29,00:00:06,,18,,229,,Aceptado;;;;;;;;;;;54;54;2;Boleta;B001;54;2018-01-29,00:00:06;18;229;Aceptado
55,,55,,1,,Boleta,,B001,,0000055,,2018-01-29,00:00:07,,18,,194,,Aceptado;;;;;;;;;;;55;55;1;Boleta;B001;55;2018-01-29,00:00:07;18;194;Aceptado
56,,56,,1,,Boleta,,B001,,0000056,,2018-01-29,00:00:08,,18,,470,,Aceptado;;;;;;;;;;;56;56;1;Boleta;B001;56;2018-01-29,00:00:08;18;470;Aceptado
57,57,2,Boleta,B001,0000057,2018-02-05,00:00:00,18,285,Aceptado;;;;;;;;;;;57;57;2;Boleta;B001;57;2018-02-05,00:00:00;18;285;Aceptado
58,58,2,Boleta,B001,0000058,2018-02-05,00:00:01,18,233,Aceptado;;;;;;;;;;;58;58;2;Boleta;B001;58;2018-02-05,00:00:01;18;233;Aceptado
59,59,2,Boleta,B001,0000059,2018-02-05,00:00:02,18,110,Aceptado;;;;;;;;;;;59;59;2;Boleta;B001;59;2018-02-05,00:00:02;18;110;Aceptado
60,60,3,Boleta,B001,0000060,2018-02-05,00:00:03,18,173,Aceptado;;;;;;;;;;;60;60;3;Boleta;B001;60;2018-02-05,00:00:03;18;173;Aceptado
61,61,3,Boleta,B001,0000061,2018-02-05,00:00:04,18,100,Aceptado;;;;;;;;;;;61;61;3;Boleta;B001;61;2018-02-05,00:00:04;18;100;Aceptado
62,62,2,Boleta,B001,0000062,2018-02-05,00:00:05,18,110,Aceptado;;;;;;;;;;;62;62;2;Boleta;B001;62;2018-02-05,00:00:05;18;110;Aceptado
63,63,3,Boleta,B001,0000063,2018-02-05,00:00:06,18,210,Aceptado;;;;;;;;;;;63;63;3;Boleta;B001;63;2018-02-05,00:00:06;18;210;Aceptado
64,64,3,Boleta,B001,0000064,2018-02-05,00:00:07,18,108,Aceptado;;;;;;;;;;;64;64;3;Boleta;B001;64;2018-02-05,00:00:07;18;108;Aceptado
65,65,3,Boleta,B001,0000065,2018-02-05,00:00:08,18,143,Aceptado;;;;;;;;;;;65;65;3;Boleta;B001;65;2018-02-05,00:00:08;18;143;Aceptado
66,66,2,Boleta,B001,0000066,2018-02-12,00:00:08,18,110,Aceptado;;;;;;;;;;;66;66;2;Boleta;B001;66;2018-02-12,00:00:08;18;110;Aceptado
67,67,2,Boleta,B001,0000067,2018-02-12,00:00:09,18,285,Aceptado;;;;;;;;;;;67;67;2;Boleta;B001;67;2018-02-12,00:00:09;18;285;Aceptado
68,68,2,Boleta,B001,0000068,2018-02-12,00:00:10,18,213,Aceptado;;;;;;;;;;;68;68;2;Boleta;B001;68;2018-02-12,00:00:10;18;213;Aceptado
69,69,2,Boleta,B001,0000069,2018-02-12,00:00:11,18,172,Aceptado;;;;;;;;;;;69;69;2;Boleta;B001;69;2018-02-12,00:00:11;18;172;Aceptado
70,70,2,Boleta,B001,0000070,2018-02-12,00:00:12,18,153,Aceptado;;;;;;;;;;;70;70;2;Boleta;B001;70;2018-02-12,00:00:12;18;153;Aceptado
71,71,3,Boleta,B001,0000071,2018-02-12,00:00:13,18,125,Aceptado;;;;;;;;;;;71;71;3;Boleta;B001;71;2018-02-12,00:00:13;18;125;Aceptado
72,72,3,Boleta,B001,0000072,2018-02-12,00:00:14,18,55,Aceptado;;;;;;;;;;;72;72;3;Boleta;B001;72;2018-02-12,00:00:14;18;55;Aceptado
73,73,2,Boleta,B001,0000073,2018-02-12,00:00:15,18,83,Aceptado;;;;;;;;;;;73;73;2;Boleta;B001;73;2018-02-12,00:00:15;18;83;Aceptado
74,74,3,Boleta,B001,0000074,2018-02-15,00:00:15,18,385,Aceptado;;;;;;;;;;;74;74;3;Boleta;B001;74;2018-02-15,00:00:15;18;385;Aceptado
75,75,3,Boleta,B001,0000075,2018-02-15,00:00:16,18,922,Aceptado;;;;;;;;;;;75;75;3;Boleta;B001;75;2018-02-15,00:00:16;18;922;Aceptado
76,76,3,Boleta,B001,0000076,2018-02-15,00:00:17,18,200,Aceptado;;;;;;;;;;;76;76;3;Boleta;B001;76;2018-02-15,00:00:17;18;200;Aceptado
77,77,2,Boleta,B001,0000077,2018-02-15,00:00:18,18,75,Aceptado;;;;;;;;;;;77;77;2;Boleta;B001;77;2018-02-15,00:00:18;18;75;Aceptado
78,78,2,Boleta,B001,0000078,2018-02-15,00:00:19,18,90,Aceptado;;;;;;;;;;;78;78;2;Boleta;B001;78;2018-02-15,00:00:19;18;90;Aceptado
79,79,2,Boleta,B001,0000079,2018-02-15,00:00:20,18,105,Aceptado;;;;;;;;;;;79;79;2;Boleta;B001;79;2018-02-15,00:00:20;18;105;Aceptado
80,80,2,Boleta,B001,0000080,2018-02-15,00:00:21,18,60,Aceptado;;;;;;;;;;;80;80;2;Boleta;B001;80;2018-02-15,00:00:21;18;60;Aceptado
81,81,2,Boleta,B001,0000081,2018-02-22,00:00:21,18,59,Aceptado;;;;;;;;;;;81;81;2;Boleta;B001;81;2018-02-22,00:00:21;18;59;Aceptado
82,82,3,Boleta,B001,0000082,2018-02-22,00:00:22,18,205,Aceptado;;;;;;;;;;;82;82;3;Boleta;B001;82;2018-02-22,00:00:22;18;205;Aceptado
83,83,3,Boleta,B001,0000083,2018-02-22,00:00:23,18,225,Aceptado;;;;;;;;;;;83;83;3;Boleta;B001;83;2018-02-22,00:00:23;18;225;Aceptado
84,84,2,Boleta,B001,0000084,2018-02-22,00:00:24,18,220,Aceptado;;;;;;;;;;;84;84;2;Boleta;B001;84;2018-02-22,00:00:24;18;220;Aceptado
85,85,3,Boleta,B001,0000085,2018-02-22,00:00:25,18,270,Aceptado;;;;;;;;;;;85;85;3;Boleta;B001;85;2018-02-22,00:00:25;18;270;Aceptado
86,86,3,Boleta,B001,0000086,2018-02-22,00:00:26,18,150,Aceptado;;;;;;;;;;;86;86;3;Boleta;B001;86;2018-02-22,00:00:26;18;150;Aceptado
87,87,3,Boleta,B001,0000087,2018-02-22,00:00:27,18,35,Aceptado;;;;;;;;;;;87;87;3;Boleta;B001;87;2018-02-22,00:00:27;18;35;Aceptado
88,88,2,Boleta,B001,0000088,2018-02-22,00:00:28,18,70,Aceptado;;;;;;;;;;;88;88;2;Boleta;B001;88;2018-02-22,00:00:28;18;70;Aceptado
89,89,2,Boleta,B001,0000089,2018-02-22,00:00:29,18,150,Aceptado;;;;;;;;;;;89;89;2;Boleta;B001;89;2018-02-22,00:00:29;18;150;Aceptado
90,90,2,Boleta,B001,0000090,2018-02-22,00:00:30,18,105,Aceptado;;;;;;;;;;;90;90;2;Boleta;B001;90;2018-02-22,00:00:30;18;105;Aceptado
91,91,2,Boleta,B001,0000091,2018-02-22,00:00:31,18,70,Aceptado;;;;;;;;;;;91;91;2;Boleta;B001;91;2018-02-22,00:00:31;18;70;Aceptado
92,92,2,Boleta,B001,0000092,2018-02-22,00:00:32,18,70,Aceptado;;;;;;;;;;;92;92;2;Boleta;B001;92;2018-02-22,00:00:32;18;70;Aceptado
93,93,3,Boleta,B001,0000093,2018-02-22,00:00:33,18,70,Aceptado;;;;;;;;;;;93;93;3;Boleta;B001;93;2018-02-22,00:00:33;18;70;Aceptado
94,94,3,Boleta,B001,0000094,2018-02-22,00:00:34,18,68,Aceptado;;;;;;;;;;;94;94;3;Boleta;B001;94;2018-02-22,00:00:34;18;68;Aceptado
95,95,2,Boleta,B001,0000095,2018-02-26,00:00:34,18,250,Aceptado;;;;;;;;;;;95;95;2;Boleta;B001;95;2018-02-26,00:00:34;18;250;Aceptado
96,96,3,Boleta,B001,0000096,2018-02-26,00:00:35,18,520,Aceptado;;;;;;;;;;;96;96;3;Boleta;B001;96;2018-02-26,00:00:35;18;520;Aceptado
97,97,3,Boleta,B001,0000097,2018-02-26,00:00:36,18,105,Aceptado;;;;;;;;;;;97;97;3;Boleta;B001;97;2018-02-26,00:00:36;18;105;Aceptado
98,98,3,Boleta,B001,0000098,2018-02-26,00:00:37,18,145,Aceptado;;;;;;;;;;;98;98;3;Boleta;B001;98;2018-02-26,00:00:37;18;145;Aceptado
99,99,2,Boleta,B001,0000099,2018-02-26,00:00:38,18,70,Aceptado;;;;;;;;;;;99;99;2;Boleta;B001;99;2018-02-26,00:00:38;18;70;Aceptado
100,100,2,Boleta,B001,0000100,2018-02-26,00:00:39,18,70,Aceptado;;;;;;;;;;;100;100;2;Boleta;B001;100;2018-02-26,00:00:39;18;70;Aceptado
101,101,2,Boleta,B001,0000101,2018-02-26,00:00:40,18,136,Aceptado;;;;;;;;;;;101;101;2;Boleta;B001;101;2018-02-26,00:00:40;18;136;Aceptado
102,102,2,Boleta,B001,0000102,2018-02-26,00:00:41,18,160,Aceptado;;;;;;;;;;;102;102;2;Boleta;B001;102;2018-02-26,00:00:41;18;160;Aceptado
103,103,2,Boleta,B001,0000103,2018-02-26,00:00:42,18,40,Aceptado;;;;;;;;;;;103;103;2;Boleta;B001;103;2018-02-26,00:00:42;18;40;Aceptado
104,104,3,Boleta,B001,0000104,2018-02-26,00:00:43,18,35,Aceptado;;;;;;;;;;;104;104;3;Boleta;B001;104;2018-02-26,00:00:43;18;35;Aceptado
105,105,3,Boleta,B001,0000105,2018-02-26,00:00:44,18,40,Aceptado;;;;;;;;;;;105;105;3;Boleta;B001;105;2018-02-26,00:00:44;18;40;Aceptado
106,106,2,Boleta,B001,0000106,2018-02-26,00:00:45,18,85,Aceptado;;;;;;;;;;;106;106;2;Boleta;B001;106;2018-02-26,00:00:45;18;85;Aceptado
107,107,3,Boleta,B001,0000107,2018-03-05 00:00:46,18,375,Aceptado;;;;;;;;;;;107;107;3;Boleta;B001;107;2018-03-05,00:00:46;18;375;Aceptado
108,108,3,Boleta,B001,0000108,2018-03-05 00:00:47,18,60,Aceptado;;;;;;;;;;;108;108;3;Boleta;B001;108;2018-03-05,00:00:47;18;60;Aceptado
109,109,3,Boleta,B001,0000109,2018-03-05 00:00:48,18,85,Aceptado;;;;;;;;;;;109;109;3;Boleta;B001;109;2018-03-05,00:00:48;18;85;Aceptado
110,110,2,Boleta,B001,0000110,2018-03-05 00:00:49,18,190,Aceptado;;;;;;;;;;;110;110;2;Boleta;B001;110;2018-03-05,00:00:49;18;190;Aceptado
111,111,2,Boleta,B001,0000111,2018-03-05 00:00:50,18,40,Aceptado;;;;;;;;;;;111;111;2;Boleta;B001;111;2018-03-05,00:00:50;18;40;Aceptado
112,112,2,Boleta,B001,0000112,2018-03-05 00:00:51,18,135,Aceptado;;;;;;;;;;;112;112;2;Boleta;B001;112;2018-03-05,00:00:51;18;135;Aceptado
113,113,2,Boleta,B001,0000113,2018-03-05 00:00:52,18,105,Aceptado;;;;;;;;;;;113;113;2;Boleta;B001;113;2018-03-05,00:00:52;18;105;Aceptado
114,114,2,Boleta,B001,0000114,2018-03-05 00:00:53,18,40,Aceptado;;;;;;;;;;;114;114;2;Boleta;B001;114;2018-03-05,00:00:53;18;40;Aceptado
115,115,3,Boleta,B001,0000115,2018-03-05 00:00:54,18,145,Aceptado;;;;;;;;;;;115;115;3;Boleta;B001;115;2018-03-05,00:00:54;18;145;Aceptado
116,116,3,Boleta,B001,0000116,2018-03-05 00:00:55,18,230,Aceptado;;;;;;;;;;;116;116;3;Boleta;B001;116;2018-03-05,00:00:55;18;230;Aceptado
117,117,2,Boleta,B001,0000117,2018-03-05 00:00:56,18,70,Aceptado;;;;;;;;;;;117;117;2;Boleta;B001;117;2018-03-05,00:00:56;18;70;Aceptado
118,118,3,Boleta,B001,0000118,2018-03-05 00:00:57,18,334,Aceptado;;;;;;;;;;;118;118;3;Boleta;B001;118;2018-03-05,00:00:57;18;334;Aceptado
119,119,3,Boleta,B001,0000119,2018-03-08 00:00:57,18,40,Aceptado;;;;;;;;;;;119;119;3;Boleta;B001;119;2018-03-08,00:00:57;18;40;Aceptado
120,120,3,Boleta,B001,0000120,2018-03-08 00:00:58,18,170,Aceptado;;;;;;;;;;;120;120;3;Boleta;B001;120;2018-03-08,00:00:58;18;170;Aceptado
121,121,2,Boleta,B001,0000121,2018-03-08 00:00:59,18,55,Aceptado;;;;;;;;;;;121;121;2;Boleta;B001;121;2018-03-08,00:00:59;18;55;Aceptado
122,122,2,Boleta,B001,0000122,2018-03-08 00:00:00,18,75,Aceptado;;;;;;;;;;;122;122;2;Boleta;B001;122;2018-03-08,00:00:60;18;75;Aceptado
123,123,2,Boleta,B001,0000123,2018-03-08 00:00:01,18,850,Aceptado;;;;;;;;;;;123;123;2;Boleta;B001;123;2018-03-08,00:00:61;18;850;Aceptado
124,124,2,Boleta,B001,0000124,2018-03-08 00:00:02,18,655,Aceptado;;;;;;;;;;;124;124;2;Boleta;B001;124;2018-03-08,00:00:62;18;655;Aceptado
125,125,2,Boleta,B001,0000125,2018-03-08 00:00:03,18,90,Aceptado;;;;;;;;;;;125;125;2;Boleta;B001;125;2018-03-08,00:00:63;18;90;Aceptado
126,126,3,Boleta,B001,0000126,2018-03-08 00:00:04,18,110,Aceptado;;;;;;;;;;;126;126;3;Boleta;B001;126;2018-03-08,00:00:64;18;110;Aceptado
127,127,3,Boleta,B001,0000127,2018-03-12 00:00:04,18,100,Aceptado;;;;;;;;;;;127;127;3;Boleta;B001;127;2018-03-12,00:00:64;18;100;Aceptado
128,128,2,Boleta,B001,0000128,2018-03-12 00:00:05,18,159,Aceptado;;;;;;;;;;;128;128;2;Boleta;B001;128;2018-03-12,00:00:65;18;159;Aceptado
129,129,3,Boleta,B001,0000129,2018-03-12 00:00:06,18,202,Aceptado;;;;;;;;;;;129;129;3;Boleta;B001;129;2018-03-12,00:00:66;18;202;Aceptado
130,130,3,Boleta,B001,0000130,2018-03-12 00:00:07,18,90,Aceptado;;;;;;;;;;;130;130;3;Boleta;B001;130;2018-03-12,00:00:67;18;90;Aceptado
131,131,3,Boleta,B001,0000131,2018-03-12 00:00:08,18,599,Aceptado;;;;;;;;;;;131;131;3;Boleta;B001;131;2018-03-12,00:00:68;18;599;Aceptado
132,132,2,Boleta,B001,0000132,2018-03-12 00:00:09,18,90,Aceptado;;;;;;;;;;;132;132;2;Boleta;B001;132;2018-03-12,00:00:69;18;90;Aceptado
133,133,2,Boleta,B001,0000133,2018-03-12 00:00:00,18,275,Aceptado;;;;;;;;;;;133;133;2;Boleta;B001;133;2018-03-12,00:00:70;18;275;Aceptado
134,134,2,Boleta,B001,0000134,2018-03-12 00:00:01,18,440,Aceptado;;;;;;;;;;;134;134;2;Boleta;B001;134;2018-03-12,00:00:71;18;440;Aceptado
135,135,2,Boleta,B001,0000135,2018-03-15 00:00:01,18,214,Aceptado;;;;;;;;;;;135;135;2;Boleta;B001;135;2018-03-15,00:00:71;18;214;Aceptado
136,136,2,Boleta,B001,0000136,2018-03-15 00:00:02,18,397,Aceptado;;;;;;;;;;;136;136;2;Boleta;B001;136;2018-03-15,00:00:72;18;397;Aceptado
137,137,3,Boleta,B001,0000137,2018-03-15 00:00:03,18,510,Aceptado;;;;;;;;;;;137;137;3;Boleta;B001;137;2018-03-15,00:00:73;18;510;Aceptado
138,138,3,Boleta,B001,0000138,2018-03-15 00:00:04,18,105,Aceptado;;;;;;;;;;;138;138;3;Boleta;B001;138;2018-03-15,00:00:74;18;105;Aceptado
139,139,2,Boleta,B001,0000139,2018-03-15 00:00:05,18,207,Aceptado;;;;;;;;;;;139;139;2;Boleta;B001;139;2018-03-15,00:00:75;18;207;Aceptado
140,140,3,Boleta,B001,0000140,2018-03-15 00:00:06,18,70,Aceptado;;;;;;;;;;;140;140;3;Boleta;B001;140;2018-03-15,00:00:76;18;70;Aceptado
141,141,3,Boleta,B001,0000141,2018-03-22 00:00:06,18,135,Aceptado;;;;;;;;;;;141;141;3;Boleta;B001;141;2018-03-22,00:00:76;18;135;Aceptado
142,142,3,Boleta,B001,0000142,2018-03-22 00:00:07,18,485,Aceptado;;;;;;;;;;;142;142;3;Boleta;B001;142;2018-03-22,00:00:77;18;485;Aceptado
143,143,2,Boleta,B001,0000143,2018-03-22 00:00:08,18,275,Aceptado;;;;;;;;;;;143;143;2;Boleta;B001;143;2018-03-22,00:00:78;18;275;Aceptado
144,144,2,Boleta,B001,0000144,2018-03-22 00:00:09,18,225,Aceptado;;;;;;;;;;;144;144;2;Boleta;B001;144;2018-03-22,00:00:79;18;225;Aceptado
145,145,2,Boleta,B001,0000145,2018-03-22 00:00:00,18,189,Aceptado;;;;;;;;;;;145;145;2;Boleta;B001;145;2018-03-22,00:00:80;18;189;Aceptado
146,146,2,Boleta,B001,0000146,2018-03-22 00:00:01,18,380,Aceptado;;;;;;;;;;;146;146;2;Boleta;B001;146;2018-03-22,00:00:81;18;380;Aceptado
147,147,2,Boleta,B001,0000147,2018-03-26 00:00:01,18,70,Aceptado;;;;;;;;;;;147;147;2;Boleta;B001;147;2018-03-26,00:00:81;18;70;Aceptado
148,148,3,Boleta,B001,0000148,2018-03-26 00:00:02,18,155,Aceptado;;;;;;;;;;;148;148;3;Boleta;B001;148;2018-03-26,00:00:82;18;155;Aceptado
